1,1,206,1,1,1,NaN,2,0.5
2,1,312,1,1,1,10,10,0.5
3,1,99,1,1,-1,2,2,0.5
4,1,134,2,-1,1,1,4,0.5
5,1,277,3,1,1,5,5,0.5
6,1,64,1,-1,-1,NaN,6,0.5
7,1,277,1,1,-1,NaN,5,0.5
8,1,64,3,1,1,NaN,3,0.5
9,1,64,1,-1,1,NaN,8,0.5
10,1,134,2,-1,1,NaN,6,0.5
11,1,640,1,1,1,6,9,0.5
12,1,99,1,-1,-1,1,1,0.5
13,1,134,3,-1,1,4,4,0.5
14,1,241,2,-1,1,7,10,0.5
15,1,134,3,-1,-1,5,5,0.5
16,1,206,2,1,-1,7,7,0.5
17,1,134,1,1,1,NaN,10,0.5
18,1,640,3,1,-1,3,4,0.5
19,1,170,2,1,-1,8,8,0.5
20,1,312,3,1,-1,1,2,0.5
21,1,241,1,-1,-1,1,2,0.5
22,1,64,1,1,1,NaN,10,0.5
23,1,206,1,-1,-1,7,1,0.5
24,1,170,3,1,-1,NaN,3,0.5
25,1,241,3,1,1,7,7,0.5
26,1,170,3,1,1,6,6,0.5
27,1,170,3,-1,-1,10,8,0.5
28,1,312,1,1,-1,5,8,0.5
29,1,99,3,1,-1,1,6,0.5
30,1,206,3,-1,-1,9,1,0.5
31,1,640,3,1,1,9,9,0.5
32,1,99,3,1,1,2,2,0.5
33,1,277,2,-1,-1,8,8,0.5
34,1,277,2,-1,-1,NaN,7,0.5
35,1,134,3,1,1,1,1,0.5
36,1,640,2,-1,1,NaN,7,0.5
37,1,134,2,1,-1,10,10,0.5
38,1,277,3,-1,1,NaN,4,0.5
39,1,640,1,1,-1,5,6,0.5
40,1,206,2,-1,-1,NaN,6,0.5
41,1,312,2,-1,1,3,3,0.5
42,1,64,3,-1,-1,8,8,0.5
43,1,640,3,1,-1,10,7,0.5
44,1,64,3,-1,-1,4,4,0.5
45,1,241,3,-1,-1,5,10,0.5
46,1,170,2,-1,-1,3,3,0.5
47,1,99,3,-1,1,9,9,0.5
48,1,99,3,-1,1,9,9,0.5
49,1,312,2,1,1,6,5,0.5
50,1,277,3,1,-1,NaN,8,0.5
51,1,99,2,-1,1,3,3,0.5
52,1,64,3,1,1,9,9,0.5
53,1,312,2,-1,1,5,1,0.5
54,1,170,3,-1,1,5,5,0.5
55,1,99,2,-1,-1,2,2,0.5
56,1,312,3,1,1,NaN,7,0.5
57,1,640,1,1,-1,6,4,0.5
58,1,134,3,1,1,1,1,0.5
59,1,241,2,-1,1,5,9,0.5
60,1,241,3,1,-1,8,7,0.5
61,1,99,2,-1,-1,1,1,0.5
62,1,241,3,1,1,8,8,0.5
63,1,241,2,1,1,6,10,0.5
64,1,277,3,-1,1,7,7,0.5
65,1,206,3,1,1,6,6,0.5
66,1,312,2,-1,1,4,3,0.5
67,1,640,2,-1,1,NaN,9,0.5
68,1,241,3,1,-1,NaN,4,0.5
69,1,64,1,-1,-1,5,5,0.5
70,1,241,3,1,-1,4,3,0.5
71,1,134,1,1,1,6,1,0.5
72,1,277,2,-1,-1,6,6,0.5
73,1,99,1,1,1,2,2,0.5
74,1,134,1,1,1,6,1,0.5
75,1,277,2,-1,-1,3,3,0.5
76,1,64,1,1,-1,5,5,0.5
77,1,277,3,-1,-1,3,2,0.5
78,1,206,3,1,-1,10,4,0.5
79,1,312,3,1,-1,6,8,0.5
80,1,64,1,1,1,5,5,0.5
81,1,170,2,-1,-1,5,5,0.5
82,1,312,3,-1,-1,5,4,0.5
83,1,206,3,1,1,9,9,0.5
84,1,206,2,-1,-1,3,3,0.5
85,1,170,2,-1,-1,NaN,9,0.5
86,1,170,2,-1,1,7,6,0.5
87,1,640,3,-1,1,10,10,0.5
88,1,206,2,-1,-1,7,7,0.5
89,1,170,3,1,1,10,10,0.5
90,1,640,3,1,-1,6,2,0.5
1,2,64,3,1,1,7,7,0.5
2,2,640,3,1,-1,5,5,0.5
3,2,241,2,-1,-1,7,7,0.5
4,2,241,3,1,1,9,9,0.5
5,2,640,3,1,1,8,8,0.5
6,2,170,3,1,1,2,2,0.5
7,2,206,2,-1,-1,1,1,0.5
8,2,64,2,1,-1,8,8,0.5
9,2,64,1,1,-1,NaN,9,0.5
10,2,277,1,1,1,5,5,0.5
11,2,170,1,1,1,NaN,4,0.5
12,2,64,2,1,1,8,8,0.5
13,2,170,1,1,1,8,8,0.5
14,2,277,2,-1,-1,9,9,0.5
15,2,241,3,1,1,4,4,0.5
16,2,277,1,-1,-1,1,2,0.5
17,2,134,2,-1,-1,1,1,0.5
18,2,640,2,-1,1,6,7,0.5
19,2,640,1,1,1,5,4,0.5
20,2,134,1,-1,1,10,10,0.5
21,2,312,2,-1,1,3,10,0.5
22,2,99,1,1,-1,3,3,0.5
23,2,206,1,1,1,3,3,0.5
24,2,640,2,-1,1,3,3,0.5
25,2,241,3,1,1,5,5,0.5
26,2,206,3,1,-1,7,6,0.5
27,2,640,3,1,1,1,1,0.5
28,2,277,3,1,-1,6,7,0.5
29,2,640,2,1,-1,NaN,9,0.5
30,2,206,1,1,1,7,7,0.5
31,2,277,3,-1,1,7,7,0.5
32,2,640,2,-1,1,5,4,0.5
33,2,134,1,-1,1,5,5,0.5
34,2,64,1,-1,-1,NaN,1,0.5
35,2,312,1,-1,1,NaN,8,0.5
36,2,134,1,-1,1,9,9,0.5
37,2,170,1,1,1,NaN,2,0.5
38,2,170,1,1,-1,10,10,0.5
39,2,99,1,-1,1,6,1,0.5
40,2,312,2,-1,1,5,6,0.5
41,2,134,1,-1,-1,3,3,0.5
42,2,170,3,-1,-1,5,6,0.5
43,2,170,2,-1,1,7,8,0.5
44,2,312,3,-1,1,NaN,6,0.5
45,2,64,2,-1,1,NaN,3,0.5
46,2,64,1,-1,1,4,4,0.5
47,2,99,1,-1,-1,10,10,0.5
48,2,241,3,1,1,7,7,0.5
49,2,312,2,1,1,NaN,10,0.5
50,2,241,3,1,1,6,6,0.5
51,2,640,2,-1,-1,1,1,0.5
52,2,277,2,-1,-1,NaN,9,0.5
53,2,206,3,1,-1,6,8,0.5
54,2,99,1,1,-1,6,6,0.5
55,2,241,3,1,-1,9,4,0.5
56,2,170,1,1,-1,6,2,0.5
57,2,99,1,-1,-1,8,8,0.5
58,2,206,2,-1,1,5,9,0.5
59,2,206,3,1,1,NaN,2,0.5
60,2,99,3,1,-1,2,2,0.5
61,2,134,1,1,1,6,6,0.5
62,2,277,2,-1,-1,10,10,0.5
63,2,134,1,1,1,6,1,0.5
64,2,206,2,-1,-1,2,2,0.5
65,2,312,3,1,1,3,3,0.5
66,2,241,3,1,-1,6,7,0.5
67,2,170,2,1,-1,6,6,0.5
68,2,312,2,-1,1,5,5,0.5
69,2,312,3,1,1,8,8,0.5
70,2,312,2,-1,1,2,4,0.5
71,2,640,3,1,1,5,5,0.5
72,2,99,1,-1,1,4,4,0.5
73,2,312,2,-1,1,4,6,0.5
74,2,277,3,-1,-1,NaN,10,0.5
75,2,64,1,1,-1,5,5,0.5
76,2,134,3,1,1,2,2,0.5
77,2,206,3,1,-1,5,3,0.5
78,2,241,2,1,-1,4,4,0.5
79,2,134,1,-1,-1,3,3,0.5
80,2,277,1,-1,1,9,9,0.5
81,2,99,1,-1,-1,9,9,0.5
82,2,64,1,1,-1,1,1,0.5
83,2,134,1,1,1,2,2,0.5
84,2,277,1,1,1,10,10,0.5
85,2,64,1,1,1,NaN,10,0.5
86,2,170,1,-1,1,NaN,1,0.5
87,2,99,1,-1,-1,3,3,0.5
88,2,241,1,1,-1,5,5,0.5
89,2,206,1,-1,1,NaN,7,0.5
90,2,99,3,1,-1,5,5,0.5
1,3,277,1,1,-1,10,1,0.5
2,3,170,1,1,-1,5,5,0.5
3,3,640,1,-1,-1,5,7,0.5
4,3,99,1,-1,-1,2,2,0.5
5,3,206,1,-1,-1,5,5,0.5
6,3,170,1,1,-1,NaN,3,0.5
7,3,640,2,-1,1,NaN,2,0.5
8,3,241,3,1,1,3,3,0.5
9,3,277,3,1,1,5,5,0.5
10,3,206,2,-1,1,5,1,0.5
11,3,99,1,1,-1,6,6,0.5
12,3,134,1,1,-1,NaN,2,0.5
13,3,170,1,1,1,NaN,7,0.5
14,3,134,2,-1,-1,1,1,0.5
15,3,170,1,1,-1,8,8,0.5
16,3,206,3,1,-1,5,1,0.5
17,3,206,2,1,1,4,1,0.5
18,3,241,2,-1,1,5,8,0.5
19,3,312,3,1,-1,NaN,6,0.5
20,3,134,1,-1,1,3,3,0.5
21,3,277,2,-1,1,4,4,0.5
22,3,640,3,1,1,NaN,9,0.5
23,3,640,3,1,-1,6,1,0.5
24,3,241,3,1,1,8,8,0.5
25,3,64,1,1,-1,NaN,5,0.5
26,3,241,1,-1,1,5,5,0.5
27,3,134,1,-1,1,7,7,0.5
28,3,64,2,1,1,NaN,6,0.5
29,3,170,2,-1,1,9,9,0.5
30,3,640,3,1,1,2,2,0.5
31,3,64,1,-1,-1,9,9,0.5
32,3,277,2,-1,-1,9,9,0.5
33,3,206,1,-1,-1,4,4,0.5
34,3,277,1,1,-1,9,6,0.5
35,3,134,1,1,-1,7,7,0.5
36,3,206,2,-1,1,5,9,0.5
37,3,241,1,-1,-1,8,6,0.5
38,3,241,2,-1,1,4,3,0.5
39,3,64,1,-1,-1,4,4,0.5
40,3,134,3,1,1,5,5,0.5
41,3,99,1,1,-1,8,8,0.5
42,3,241,2,-1,1,4,1,0.5
43,3,99,1,-1,1,2,2,0.5
44,3,277,3,1,-1,NaN,4,0.5
45,3,277,2,-1,-1,10,10,0.5
46,3,99,1,-1,1,9,9,0.5
47,3,64,1,-1,1,NaN,1,0.5
48,3,312,2,-1,1,3,8,0.5
49,3,241,3,1,-1,5,3,0.5
50,3,312,2,-1,1,4,5,0.5
51,3,99,2,1,1,5,5,0.5
52,3,277,1,1,1,10,10,0.5
53,3,99,1,-1,-1,1,1,0.5
54,3,640,3,1,-1,NaN,4,0.5
55,3,312,3,1,-1,6,9,0.5
56,3,99,1,-1,-1,6,6,0.5
57,3,312,2,-1,1,3,4,0.5
58,3,312,2,-1,-1,6,6,0.5
59,3,206,3,-1,-1,4,10,0.5
60,3,640,2,-1,-1,5,5,0.5
61,3,241,1,1,-1,7,7,0.5
62,3,312,2,-1,-1,3,3,0.5
63,3,312,3,1,1,8,8,0.5
64,3,170,3,1,1,10,10,0.5
65,3,64,2,1,1,10,10,0.5
66,3,134,1,1,1,7,7,0.5
67,3,640,2,-1,1,1,2,0.5
68,3,206,1,-1,-1,1,6,0.5
69,3,312,2,-1,1,NaN,4,0.5
70,3,640,1,-1,-1,5,3,0.5
71,3,134,1,1,-1,10,10,0.5
72,3,277,3,1,1,7,7,0.5
73,3,170,1,-1,-1,2,2,0.5
74,3,64,1,-1,-1,10,10,0.5
75,3,99,1,-1,1,8,8,0.5
76,3,64,3,1,1,9,9,0.5
77,3,64,1,1,1,3,3,0.5
78,3,206,1,-1,1,7,4,0.5
79,3,99,1,-1,1,8,8,0.5
80,3,170,1,-1,-1,8,8,0.5
81,3,170,1,1,-1,3,3,0.5
82,3,64,1,1,-1,7,7,0.5
83,3,312,2,-1,1,4,2,0.5
84,3,170,1,1,-1,10,10,0.5
85,3,241,3,-1,1,6,6,0.5
86,3,134,2,-1,1,4,4,0.5
87,3,206,3,-1,-1,NaN,7,0.5
88,3,277,1,-1,-1,10,10,0.5
89,3,134,1,1,1,9,9,0.5
90,3,640,2,-1,-1,NaN,2,0.5
1,4,640,2,-1,-1,2,2,0.5
2,4,277,3,1,-1,NaN,6,0.5
3,4,640,1,1,1,5,7,0.5
4,4,312,2,-1,1,2,9,0.5
5,4,312,3,1,-1,7,7,0.5
6,4,277,2,-1,-1,6,6,0.5
7,4,241,2,-1,1,4,2,0.5
8,4,206,3,1,1,7,7,0.5
9,4,64,1,-1,1,10,10,0.5
10,4,206,2,-1,1,4,4,0.5
11,4,134,3,-1,1,7,7,0.5
12,4,241,2,-1,-1,6,6,0.5
13,4,241,3,1,1,6,6,0.5
14,4,312,2,-1,-1,1,1,0.5
15,4,64,1,-1,1,1,1,0.5
16,4,99,1,-1,-1,4,4,0.5
17,4,640,3,-1,1,3,3,0.5
18,4,99,1,-1,1,6,6,0.5
19,4,170,1,1,1,10,10,0.5
20,4,64,1,1,-1,NaN,5,0.5
21,4,312,1,-1,1,10,1,0.5
22,4,277,1,-1,-1,8,8,0.5
23,4,277,2,-1,-1,10,10,0.5
24,4,64,1,-1,1,NaN,1,0.5
25,4,170,1,-1,-1,5,5,0.5
26,4,312,3,1,-1,8,2,0.5
27,4,277,2,-1,1,3,2,0.5
28,4,134,1,-1,1,2,2,0.5
29,4,640,2,-1,-1,10,10,0.5
30,4,640,3,-1,-1,2,7,0.5
31,4,99,1,1,1,7,7,0.5
32,4,312,2,-1,1,3,7,0.5
33,4,241,1,1,1,8,8,0.5
34,4,312,2,-1,-1,8,8,0.5
35,4,241,3,1,-1,4,5,0.5
36,4,64,1,-1,-1,9,9,0.5
37,4,277,2,-1,1,3,1,0.5
38,4,206,3,1,-1,3,4,0.5
39,4,170,2,-1,1,3,3,0.5
40,4,277,2,-1,1,7,4,0.5
41,4,640,3,1,-1,6,3,0.5
42,4,206,3,-1,1,10,10,0.5
43,4,170,3,-1,-1,10,10,0.5
44,4,134,1,-1,-1,4,4,0.5
45,4,640,3,1,-1,NaN,6,0.5
46,4,640,2,-1,-1,4,4,0.5
47,4,134,1,1,-1,4,4,0.5
48,4,241,1,1,1,NaN,2,0.5
49,4,170,1,-1,-1,8,8,0.5
50,4,170,1,1,1,NaN,3,0.5
51,4,640,1,-1,1,6,5,0.5
52,4,206,1,-1,-1,1,1,0.5
53,4,277,1,-1,-1,8,1,0.5
54,4,170,1,1,-1,1,6,0.5
55,4,134,1,1,-1,4,4,0.5
56,4,241,1,1,-1,1,6,0.5
57,4,640,2,-1,-1,6,6,0.5
58,4,134,1,1,1,2,2,0.5
59,4,206,1,-1,1,7,1,0.5
60,4,170,1,-1,1,8,8,0.5
61,4,64,1,-1,1,NaN,10,0.5
62,4,134,1,1,-1,8,8,0.5
63,4,99,1,1,-1,9,9,0.5
64,4,99,1,-1,-1,9,9,0.5
65,4,64,1,1,1,5,5,0.5
66,4,99,1,1,1,9,9,0.5
67,4,206,1,-1,1,2,2,0.5
68,4,64,1,-1,-1,NaN,8,0.5
69,4,206,1,1,1,7,8,0.5
70,4,312,2,-1,1,3,5,0.5
71,4,99,1,-1,1,9,9,0.5
72,4,277,2,-1,-1,10,10,0.5
73,4,99,1,1,-1,3,3,0.5
74,4,312,2,-1,1,5,7,0.5
75,4,277,2,-1,1,5,7,0.5
76,4,170,3,1,1,10,10,0.5
77,4,134,1,-1,-1,3,3,0.5
78,4,134,1,-1,1,3,3,0.5
79,4,206,1,1,1,NaN,5,0.5
80,4,134,1,-1,-1,5,5,0.5
81,4,170,1,1,-1,5,5,0.5
82,4,206,1,-1,1,9,9,0.5
83,4,241,1,1,1,NaN,4,0.5
84,4,241,1,-1,1,NaN,8,0.5
85,4,241,2,-1,-1,9,9,0.5
86,4,312,3,1,1,3,3,0.5
87,4,99,3,1,-1,6,1,0.5
88,4,64,1,1,1,NaN,3,0.5
89,4,99,1,1,1,NaN,9,0.5
90,4,64,1,1,1,2,2,0.5
1,5,241,3,1,1,6,6,0.2
