1,100,9,9,1
1,100,9,9,1
1,100,NaN,10,0
1,100,NaN,4,0
1,100,10,10,1
1,100,5,5,1
1,100,6,6,1
1,100,6,1,0
1,100,10,10,1
1,100,7,7,1
1,100,5,5,1
1,100,4,4,1
1,450,7,8,0
1,450,8,9,0
1,450,NaN,7,0
1,450,NaN,1,0
1,450,9,2,0
1,450,5,2,0
1,450,7,9,0
1,450,8,8,1
1,450,NaN,7,0
1,450,5,3,0
1,450,3,3,1
1,450,8,9,0
1,304,NaN,6,0
1,304,NaN,2,0
1,304,5,3,0
1,304,NaN,7,0
1,304,1,7,0
1,304,2,6,0
1,304,7,8,0
1,304,6,6,1
1,304,4,4,1
1,304,8,3,0
1,304,10,10,1
1,304,10,7,0
1,246,5,5,1
1,246,7,4,0
1,246,NaN,3,0
1,246,1,6,0
1,246,9,3,0
1,246,4,9,0
1,246,6,6,1
1,246,5,5,1
1,246,5,3,0
1,246,1,2,0
1,246,2,2,1
1,246,9,6,0
1,188,1,1,1
1,188,5,5,1
1,188,NaN,6,0
1,188,NaN,1,0
1,188,3,3,1
1,188,2,2,1
1,188,NaN,1,0
1,188,10,10,1
1,188,1,1,1
1,188,10,10,1
1,188,2,2,1
1,188,NaN,9,0
1,140,5,5,1
1,140,1,1,1
1,140,5,5,1
1,140,NaN,2,0
1,140,4,4,1
1,140,9,9,1
1,140,4,4,1
1,140,NaN,9,0
1,140,7,8,0
1,140,6,6,1
1,140,2,2,1
1,140,5,5,1
1,362,7,1,0
1,362,8,8,1
1,362,4,8,0
1,362,7,8,0
1,362,NaN,7,0
1,362,9,4,0
1,362,5,7,0
1,362,8,10,0
1,362,7,2,0
1,362,4,8,0
1,362,7,4,0
1,362,3,9,0
1,410,8,7,0
1,410,NaN,5,0
1,410,4,5,0
1,410,7,4,0
1,410,4,3,0
1,410,7,10,0
1,410,8,4,0
1,410,4,1,0
1,410,NaN,1,0
1,410,3,8,0
1,410,7,7,1
1,410,3,3,1
2,140,6,1,0
2,140,7,7,1
2,140,2,2,1
2,140,6,1,0
2,140,1,6,0
2,140,7,7,1
2,140,5,5,1
2,140,10,10,1
2,140,NaN,1,0
2,140,2,2,1
2,140,7,7,1
2,140,NaN,7,0
2,100,2,2,1
2,100,10,10,1
2,100,6,6,1
2,100,9,9,1
2,100,3,3,1
2,100,8,8,1
2,100,9,9,1
2,100,1,1,1
2,100,10,10,1
2,100,NaN,2,0
2,100,10,10,1
2,100,7,8,0
2,304,5,1,0
2,304,NaN,6,0
2,304,4,3,0
2,304,NaN,9,0
2,304,7,5,0
2,304,5,7,0
2,304,5,3,0
2,304,7,4,0
2,304,3,1,0
2,304,5,3,0
2,304,10,1,0
2,304,3,9,0
2,188,NaN,8,0
2,188,NaN,9,0
2,188,2,2,1
2,188,NaN,4,0
2,188,1,6,0
2,188,NaN,5,0
2,188,NaN,4,0
2,188,4,4,1
2,188,6,1,0
2,188,4,4,1
2,188,1,6,0
2,188,8,8,1
2,410,4,10,0
2,410,7,3,0
2,410,3,4,0
2,410,7,10,0
2,410,5,5,1
2,410,3,5,0
2,410,9,10,0
2,410,4,7,0
2,410,8,6,0
2,410,5,1,0
2,410,3,3,1
2,410,NaN,5,0
2,362,7,10,0
2,362,4,9,0
2,362,9,3,0
2,362,5,8,0
2,362,NaN,2,0
2,362,4,3,0
2,362,9,8,0
2,362,5,4,0
2,362,4,6,0
2,362,8,3,0
2,362,9,9,1
2,362,4,5,0
2,246,9,10,0
2,246,1,6,0
2,246,10,7,0
2,246,3,3,1
2,246,4,8,0
2,246,NaN,5,0
2,246,7,8,0
2,246,NaN,7,0
2,246,6,6,1
2,246,7,8,0
2,246,5,8,0
2,246,6,2,0
2,450,7,2,0
2,450,6,4,0
2,450,8,4,0
2,450,4,9,0
2,450,7,7,1
2,450,7,2,0
2,450,NaN,1,0
2,450,2,9,0
2,450,NaN,4,0
2,450,NaN,10,0
2,450,7,2,0
2,450,4,9,0
3,362,6,4,0
3,362,3,2,0
3,362,5,9,0
3,362,7,9,0
3,362,5,5,1
3,362,9,5,0
3,362,3,7,0
3,362,8,10,0
3,362,2,1,0
3,362,7,8,0
3,362,8,8,1
3,362,3,10,0
3,188,2,2,1
3,188,9,9,1
3,188,5,5,1
3,188,4,4,1
3,188,1,1,1
3,188,10,10,1
3,188,5,6,0
3,188,6,8,0
3,188,6,6,1
3,188,7,8,0
3,188,1,1,1
3,188,5,5,1
3,450,7,4,0
3,450,5,8,0
3,450,7,10,0
3,450,4,3,0
3,450,7,10,0
3,450,8,2,0
3,450,8,7,0
3,450,4,2,0
3,450,8,8,1
3,450,5,3,0
3,450,4,2,0
3,450,8,8,1
3,410,5,9,0
3,410,7,6,0
3,410,2,6,0
3,410,NaN,10,0
3,410,9,2,0
3,410,6,4,0
3,410,7,3,0
3,410,8,1,0
3,410,2,4,0
3,410,7,5,0
3,410,4,8,0
3,410,7,4,0
3,100,4,4,1
3,100,NaN,4,0
3,100,7,7,1
3,100,5,5,1
3,100,9,9,1
3,100,2,2,1
3,100,6,1,0
3,100,3,3,1
3,100,1,1,1
3,100,NaN,7,0
3,100,NaN,8,0
3,100,2,2,1
3,140,5,5,1
3,140,2,3,0
3,140,NaN,3,0
3,140,10,10,1
3,140,NaN,9,0
3,140,6,6,1
3,140,6,1,0
3,140,9,9,1
3,140,NaN,6,0
3,140,5,5,1
3,140,5,7,0
3,140,3,3,1
3,304,1,6,0
3,304,4,6,0
3,304,7,3,0
3,304,4,7,0
3,304,6,9,0
3,304,8,1,0
3,304,3,5,0
3,304,9,8,0
3,304,NaN,6,0
3,304,3,7,0
3,304,7,3,0
3,304,8,4,0
3,246,NaN,5,0
3,246,4,9,0
3,246,7,10,0
3,246,3,7,0
3,246,8,4,0
3,246,5,2,0
3,246,4,10,0
3,246,6,6,1
3,246,8,1,0
3,246,10,10,1
3,246,5,3,0
3,246,4,9,0
4,450,4,5,0
4,450,6,5,0
4,450,8,2,0
4,450,3,5,0
4,450,5,6,0
4,450,7,2,0
4,450,2,10,0
4,450,9,9,1
4,450,4,5,0
4,450,7,8,0
4,450,2,9,0
4,450,7,2,0
4,410,8,8,1
4,410,2,7,0
4,410,3,7,0
4,410,7,5,0
4,410,2,1,0
4,410,4,10,0
4,410,7,4,0
4,410,3,5,0
4,410,8,1,0
4,410,4,7,0
4,410,3,3,1
4,410,3,9,0
4,140,4,4,1
4,140,7,7,1
4,140,4,4,1
4,140,NaN,2,0
4,140,6,1,0
4,140,2,2,1
4,140,7,7,1
4,140,1,1,1
4,140,NaN,3,0
4,140,9,9,1
4,140,NaN,4,0
4,140,3,3,1
4,100,4,4,1
4,100,1,1,1
4,100,10,10,1
4,100,2,2,1
4,100,6,6,1
4,100,9,9,1
4,100,10,10,1
4,100,6,6,1
4,100,8,8,1
4,100,7,7,1
4,100,NaN,6,0
4,100,NaN,1,0
4,304,4,2,0
4,304,5,8,0
4,304,9,9,1
4,304,5,1,0
4,304,8,1,0
4,304,3,3,1
4,304,2,2,1
4,304,8,7,0
4,304,4,8,0
4,304,9,5,0
4,304,1,8,0
4,304,5,3,0
4,188,7,3,0
4,188,9,9,1
4,188,5,5,1
4,188,2,2,1
4,188,3,3,1
4,188,1,6,0
4,188,4,4,1
4,188,10,10,1
4,188,NaN,4,0
4,188,NaN,3,0
4,188,4,4,1
4,188,10,10,1
4,246,5,7,0
4,246,10,10,1
4,246,7,7,1
4,246,10,10,1
4,246,7,4,0
4,246,4,4,1
4,246,6,9,0
4,246,2,8,0
4,246,3,3,1
4,246,8,8,1
4,246,10,10,1
4,246,1,6,0
4,362,5,6,0
4,362,6,7,0
4,362,8,6,0
4,362,6,10,0
4,362,3,8,0
4,362,8,3,0
4,362,9,1,0
4,362,6,9,0
4,362,7,1,0
4,362,3,2,0
4,362,7,6,0
4,362,4,9,0
