1,1,640,1,1,1,NaN,5,0.5
2,1,198,2,-1,-1,3,3,0.5
3,1,233,3,-1,-1,NaN,8,0.5
4,1,91,2,-1,1,NaN,8,0.5
5,1,126,3,1,-1,NaN,7,0.5
6,1,640,2,1,-1,7,7,0.5
7,1,64,1,1,1,NaN,1,0.5
8,1,162,3,1,1,4,4,0.5
9,1,91,3,-1,1,4,4,0.5
10,1,91,2,1,1,NaN,7,0.5
11,1,162,3,1,1,3,3,0.5
12,1,126,3,1,-1,NaN,10,0.5
13,1,233,3,1,1,NaN,4,0.5
14,1,198,2,1,-1,NaN,4,0.5
15,1,233,2,-1,-1,NaN,2,0.5
16,1,91,1,-1,-1,NaN,2,0.5
17,1,55,2,-1,-1,3,3,0.5
18,1,126,3,-1,1,3,3,0.5
19,1,269,1,-1,1,NaN,5,0.5
20,1,640,3,1,1,5,5,0.5
21,1,233,3,-1,1,2,2,0.5
22,1,64,3,1,-1,NaN,6,0.5
23,1,198,2,1,-1,NaN,5,0.5
24,1,55,3,-1,1,NaN,5,0.5
25,1,269,3,1,1,NaN,6,0.5
26,1,91,3,1,1,NaN,7,0.5
27,1,162,3,-1,-1,NaN,9,0.5
28,1,269,3,-1,-1,NaN,6,0.5
29,1,640,3,-1,1,6,6,0.5
30,1,126,3,-1,1,10,10,0.5
31,1,640,1,-1,1,NaN,2,0.5
32,1,162,2,1,-1,9,9,0.5
33,1,64,1,1,-1,NaN,1,0.5
34,1,198,2,1,1,NaN,6,0.5
35,1,269,3,-1,-1,2,7,0.5
36,1,269,2,1,1,NaN,2,0.5
37,1,91,1,-1,1,NaN,6,0.5
38,1,126,3,-1,1,8,8,0.5
39,1,269,2,1,1,6,1,0.5
40,1,640,1,1,-1,5,9,0.5
41,1,233,3,-1,1,9,9,0.5
42,1,91,1,1,1,NaN,8,0.5
43,1,55,3,-1,1,5,5,0.5
44,1,198,3,-1,1,1,1,0.5
45,1,64,3,-1,-1,NaN,10,0.5
46,1,55,3,-1,1,1,1,0.5
47,1,55,1,1,1,NaN,7,0.5
48,1,162,3,1,1,10,10,0.5
49,1,126,2,1,-1,2,2,0.5
50,1,64,3,1,-1,NaN,6,0.5
51,1,233,3,1,1,5,5,0.5
52,1,126,1,-1,1,9,9,0.5
53,1,55,2,1,1,2,2,0.5
54,1,233,1,-1,1,2,6,0.5
55,1,233,1,1,-1,4,4,0.5
56,1,640,1,-1,1,4,9,0.5
57,1,55,1,1,-1,NaN,10,0.5
58,1,269,1,-1,-1,5,9,0.5
59,1,162,1,-1,-1,10,1,0.5
60,1,198,1,1,1,NaN,4,0.5
61,1,64,2,-1,1,10,10,0.5
62,1,640,3,1,-1,3,3,0.5
63,1,55,2,1,-1,7,7,0.5
64,1,198,2,1,1,NaN,7,0.5
65,1,233,1,1,-1,3,3,0.5
66,1,55,2,-1,1,1,1,0.5
67,1,269,1,1,-1,3,3,0.5
68,1,640,1,1,-1,3,3,0.5
69,1,64,2,-1,1,NaN,7,0.5
70,1,198,1,-1,-1,4,4,0.5
71,1,198,1,1,-1,9,9,0.5
72,1,162,1,-1,-1,2,2,0.5
73,1,126,1,-1,1,NaN,10,0.5
