1,100,1,8
1,100,NaN,7
1,100,2,2
1,100,7,7
1,100,4,4
1,100,10,10
1,100,6,1
1,100,8,8
1,100,10,10
1,100,2,2
1,100,4,4
1,100,5,5
1,246,8,8
1,246,10,10
1,246,1,1
1,246,4,4
1,246,7,7
1,246,10,10
1,246,4,4
1,246,2,2
1,246,5,3
1,246,1,1
1,246,8,8
1,246,2,2
1,362,3,7
1,362,5,5
1,362,8,2
1,362,7,2
1,362,10,10
1,362,4,4
1,362,5,3
1,362,4,4
1,362,3,7
1,362,10,10
1,362,4,4
1,362,9,9
1,304,3,7
1,304,5,5
1,304,1,6
1,304,4,4
1,304,5,5
1,304,5,3
1,304,NaN,10
1,304,10,8
1,304,5,3
1,304,5,5
1,304,4,1
1,304,2,2
1,450,4,7
1,450,5,5
1,450,3,8
1,450,5,9
1,450,3,3
1,450,3,10
1,450,4,9
1,450,4,7
1,450,5,5
1,450,3,5
1,450,3,2
1,450,4,9
1,140,1,1
1,140,2,2
1,140,7,7
1,140,9,9
1,140,9,9
1,140,9,9
1,140,6,1
1,140,1,1
1,140,1,6
1,140,6,6
1,140,3,3
1,140,6,1
1,410,5,5
1,410,4,1
1,410,5,3
1,410,4,6
1,410,NaN,8
1,410,4,6
1,410,5,3
1,410,10,1
1,410,5,8
1,410,10,10
1,410,5,6
1,410,5,4
1,188,1,6
1,188,7,7
1,188,9,9
1,188,3,3
1,188,1,6
1,188,2,2
1,188,NaN,5
1,188,1,6
1,188,9,9
1,188,NaN,4
1,188,8,8
1,188,3,3
2,410,4,7
2,410,7,1
2,410,4,8
2,410,8,10
2,410,4,8
2,410,5,7
2,410,5,5
2,410,4,1
2,410,5,4
2,410,7,6
2,410,5,5
2,410,3,7
2,188,NaN,2
2,188,NaN,3
2,188,NaN,3
2,188,1,6
2,188,8,8
2,188,3,3
2,188,5,5
2,188,4,4
2,188,7,7
2,188,10,10
2,188,NaN,2
2,188,7,7
2,140,9,9
2,140,10,10
2,140,9,9
2,140,6,6
2,140,7,7
2,140,9,9
2,140,9,9
2,140,4,4
2,140,7,7
2,140,8,8
2,140,6,6
2,140,1,1
