1,304,8,1,0
1,304,3,2,0
1,304,4,1,0
1,304,1,6,0
1,304,1,2,0
1,304,4,2,0
1,304,7,8,0
1,304,5,3,0
1,304,4,10,0
1,304,2,6,0
1,304,3,5,0
1,304,5,5,1
1,188,5,5,1
1,188,1,6,0
1,188,2,2,1
1,188,NaN,4,0
1,188,4,4,1
1,188,10,10,1
1,188,4,4,1
1,188,9,9,1
1,188,9,9,1
1,188,9,9,1
1,188,9,9,1
1,188,8,8,1
1,450,5,6,0
1,450,9,10,0
1,450,5,7,0
1,450,3,1,0
1,450,3,8,0
1,450,5,3,0
1,450,5,3,0
1,450,5,7,0
1,450,NaN,3,0
1,450,5,8,0
1,450,5,7,0
1,450,5,5,1
1,140,NaN,7,0
1,140,4,4,1
1,140,10,10,1
1,140,3,3,1
1,140,5,5,1
1,140,5,5,1
1,140,8,8,1
1,140,5,5,1
1,140,9,9,1
1,140,10,10,1
1,140,10,10,1
1,140,NaN,3,0
1,410,9,1,0
1,410,10,7,0
1,410,9,4,0
1,410,10,2,0
1,410,10,5,0
1,410,8,2,0
1,410,4,5,0
1,410,10,1,0
1,410,3,3,1
1,410,7,4,0
1,410,4,3,0
1,410,10,7,0
1,362,10,1,0
1,362,10,1,0
1,362,5,8,0
1,362,10,6,0
1,362,10,8,0
1,362,8,10,0
1,362,5,6,0
1,362,7,8,0
1,362,8,2,0
1,362,3,2,0
1,362,10,1,0
1,362,7,1,0
1,100,9,9,1
1,100,3,3,1
1,100,6,6,1
1,100,7,7,1
1,100,7,7,1
1,100,10,10,1
1,100,2,2,1
1,100,9,9,1
1,100,7,7,1
1,100,6,6,1
1,100,6,6,1
1,100,4,4,1
1,246,8,2,0
1,246,10,10,1
1,246,9,9,1
1,246,10,7,0
1,246,9,6,0
1,246,4,9,0
1,246,4,4,1
1,246,10,10,1
1,246,3,3,1
1,246,4,4,1
1,246,7,8,0
1,246,6,1,0
