1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,100,1
1,200,1
1,200,1
1,200,1
1,200,1
1,200,1
1,200,1
1,200,0
1,200,1
1,200,0
1,200,1
1,200,1
1,200,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,250,1
1,290,1
1,290,1
1,290,1
1,290,1
1,290,1
1,290,0
1,290,1
1,290,1
1,290,1
1,290,1
1,290,1
1,290,0
1,330,1
1,330,0
1,330,1
1,330,0
1,330,1
1,330,1
1,330,1
1,330,1
1,330,1
1,330,1
1,330,1
1,330,1
1,370,1
1,370,1
1,370,1
1,370,1
1,370,0
1,370,1
1,370,1
1,370,1
1,370,1
1,370,1
1,370,1
1,370,0
1,410,1
1,410,1
1,410,1
1,410,1
1,410,1
1,410,1
1,410,0
1,410,1
1,410,1
1,410,0
1,410,1
1,410,1
1,450,0
1,450,1
1,450,1
1,450,1
1,450,1
1,450,1
1,450,0
1,450,1
1,450,0
1,450,1
1,450,0
1,450,0
2,100,1
2,100,1
2,100,1
2,100,0
2,100,1
2,100,1
2,100,1
2,100,1
2,100,1
2,100,1
2,100,0
2,100,1
2,200,1
2,200,0
2,200,NaN
2,200,1
2,200,1
2,200,1
2,200,0
2,200,1
2,200,1
2,200,1
2,200,1
2,200,0
2,250,1
2,250,0
2,250,1
2,250,1
2,250,1
2,250,0
2,250,1
2,250,1
2,250,1
2,250,1
2,250,1
2,250,1
2,290,0
2,290,1
2,290,1
2,290,1
2,290,1
2,290,1
2,290,1
2,290,1
2,290,1
2,290,0
2,290,1
2,290,1
2,330,1
2,330,1
2,330,1
2,330,1
2,330,0
2,330,1
2,330,0
2,330,1
2,330,NaN
2,330,0
2,330,1
2,330,1
2,370,1
2,370,1
2,370,0
2,370,0
2,370,0
2,370,0
2,370,0
2,370,1
2,370,1
2,370,0
2,370,1
2,370,1
2,410,1
2,410,1
2,410,NaN
2,410,1
2,410,0
2,410,1
2,410,0
2,410,0
2,410,1
2,410,0
2,410,1
2,410,0
2,450,1
2,450,0
2,450,0
2,450,0
2,450,1
2,450,1
2,450,0
2,450,0
2,450,0
2,450,1
2,450,0
2,450,0
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,100,1
3,200,1
3,200,1
3,200,0
3,200,0
3,200,1
3,200,1
3,200,1
3,200,0
3,200,1
3,200,1
3,200,1
3,200,1
3,250,0
3,250,1
3,250,1
3,250,1
3,250,1
3,250,1
3,250,1
3,250,NaN
3,250,1
3,250,1
3,250,1
3,250,1
3,290,1
3,290,1
3,290,1
3,290,0
3,290,0
3,290,1
3,290,1
3,290,1
3,290,0
3,290,0
3,290,0
3,290,1
3,330,1
3,330,NaN
3,330,0
3,330,1
3,330,1
3,330,1
3,330,1
3,330,1
3,330,1
3,330,1
3,330,1
3,330,0
3,370,0
3,370,1
3,370,0
3,370,0
3,370,0
3,370,0
3,370,1
3,370,1
3,370,1
3,370,1
3,370,1
3,370,1
3,410,0
3,410,1
3,410,1
3,410,0
3,410,1
3,410,0
3,410,1
3,410,0
3,410,1
3,410,1
3,410,0
3,410,1
3,450,0
3,450,1
3,450,0
3,450,1
3,450,0
3,450,0
3,450,0
3,450,1
3,450,1
3,450,1
3,450,0
3,450,1
4,100,1
4,100,1
4,100,1
4,100,1
4,100,1
4,100,1
4,100,1
4,100,0
4,100,1
4,100,1
4,100,1
4,100,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,1
4,200,0
4,200,0
4,200,1
4,250,1
4,250,0
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,250,1
4,290,1
4,290,1
4,290,1
4,290,0
4,290,1
4,290,0
4,290,1
4,290,0
4,290,0
4,290,1
4,290,1
4,290,1
4,330,1
4,330,0
4,330,1
4,330,0
4,330,0
4,330,1
4,330,1
4,330,1
4,330,0
4,330,1
4,330,0
4,330,1
4,370,0
4,370,0
4,370,0
4,370,0
4,370,1
4,370,1
4,370,1
4,370,1
4,370,1
4,370,0
4,370,1
4,370,1
4,410,1
4,410,0
4,410,1
4,410,0
4,410,1
4,410,0
4,410,1
4,410,0
4,410,0
4,410,1
4,410,0
4,410,0
4,450,0
4,450,0
4,450,1
4,450,0
4,450,1
4,450,1
4,450,0
4,450,1
4,450,0
4,450,1
4,450,1
4,450,0
