experimenter	participant	trial	colour	direction	subject_position	accuracy	R 	Y 	B	B_N_Size	Y_N_Size	R_N_Size
JR	2	1	B	South	9	1	5.5	10.5	12.5	large	small	large
JR	2	2	Y	South	8	1	5.5	10.5	12.5	large	small	large
JR	2	3	R	North	2	1	5.5	10.5	12.5	large	small	large
JR	2	4	B	South	6	1	5.5	10.5	12.5	large	small	large
JR	2	5	Y	South	-1	0	5.5	10.5	12.5	large	small	large
JR	2	6	R	North	2	1	5.5	10.5	12.5	large	small	large
JR	2	7	B	South	-8	0	5.5	10.5	12.5	large	small	large
JR	2	8	R	South	2	1	5.5	10.5	12.5	large	small	large
JR	2	9	Y	North	-2	1	5.5	10.5	12.5	large	small	large
JR	2	10	R	South	2	1	5.5	10.5	12.5	large	small	large
JR	2	11	B	South	8	1	5.5	10.5	12.5	large	small	large
JR	2	12	Y	South	-4	1	5.5	10.5	12.5	large	small	large
JR	2	13	B	North	-4	1	5.5	10.5	12.5	large	small	large
JR	2	14	R	South	2	0	5.5	10.5	12.5	large	small	large
JR	2	15	Y	South	-3	0	5.5	10.5	12.5	large	small	large
JR	2	16	B	North	8	0	5.5	10.5	12.5	large	small	large
JR	2	17	R	South	1	1	5.5	10.5	12.5	large	small	large
JR	2	18	Y	South	-4	0	5.5	10.5	12.5	large	small	large
JR	2	19	R	North	2	1	5.5	10.5	12.5	large	small	large
JR	2	20	Y	South	-7	1	5.5	10.5	12.5	large	small	large
JR	2	21	B	North	-9	0	5.5	10.5	12.5	large	small	large
JR	2	22	B	South	-9	0	5.5	10.5	12.5	large	small	large
JR	2	23	Y	South	-4	1	5.5	10.5	12.5	large	small	large
JR	2	24	R	South	1	0	5.5	10.5	12.5	large	small	large
JR	2	25	B	North	4	1	5.5	10.5	12.5	large	small	large
JR	2	26	Y	North	-4	1	5.5	10.5	12.5	large	small	large
JR	2	27	R	South	1	1	5.5	10.5	12.5	large	small	large
JR	2	28	Y	North	-3	1	5.5	10.5	12.5	large	small	large
JR	2	29	R	South	1	1	5.5	10.5	12.5	large	small	large
JR	2	30	B	South	8	0	5.5	10.5	12.5	large	small	large
JR	2	31	Y	South	-3	0	5.5	10.5	12.5	large	small	large
JR	2	32	B	South	-4	1	5.5	10.5	12.5	large	small	large
JR	2	33	y	North	-3	1	5.5	10.5	12.5	large	small	large
JR	2	34	R	South	1	1	5.5	10.5	12.5	large	small	large
JR	2	35	B	North	-4	1	5.5	10.5	12.5	large	small	large
JR	2	36	R	South	2	1	5.5	10.5	12.5	large	small	large
JR	2	37	R	South	2	0	5.5	10.5	12.5	large	small	large
JR	2	38	B	North	8	1	5.5	10.5	12.5	large	small	large
JR	2	39	Y	North	-4	1	5.5	10.5	12.5	large	small	large
JR	2	40	B	South	4	1	5.5	10.5	12.5	large	small	large
JR	2	41	R	South	2	1	5.5	10.5	12.5	large	small	large
JR	2	42	Y	South	-4	1	5.5	10.5	12.5	large	small	large
JR	2	43	R	North	2	1	5.5	10.5	12.5	large	small	large
JR	2	44	y	South	-4	1	5.5	10.5	12.5	large	small	large
JR	2	45	B	South	9	0	5.5	10.5	12.5	large	small	large
JR	2	1	B	North	-10	1	9.5	11.5	15.5	small	large	small
JR	2	2	Y	North	7	0	9.5	11.5	15.5	small	large	small
JR	2	3	B	South	-6	0	9.5	11.5	15.5	small	large	small
JR	2	4	R	South	-4	0	9.5	11.5	15.5	small	large	small
JR	2	5	Y	South	-6	0	9.5	11.5	15.5	small	large	small
JR	2	6	R	South	-3	1	9.5	11.5	15.5	small	large	small
JR	2	7	R	North	-4	0	9.5	11.5	15.5	small	large	small
JR	2	8	B	North	-6	1	9.5	11.5	15.5	small	large	small
JR	2	9	Y	South	5	1	9.5	11.5	15.5	small	large	small
JR	2	10	Y	South	5	1	9.5	11.5	15.5	small	large	small
JR	2	11	B	South	-6	0	9.5	11.5	15.5	small	large	small
JR	2	12	Y	South	3	0	9.5	11.5	15.5	small	large	small
JR	2	13	B	North	-5	0	9.5	11.5	15.5	small	large	small
JR	2	14	B	South	-5	0	9.5	11.5	15.5	small	large	small
JR	2	15	R	North	-5	1	9.5	11.5	15.5	small	large	small
JR	2	16	R	North	-4	0	9.5	11.5	15.5	small	large	small
JR	2	17	R	South	-4	0	9.5	11.5	15.5	small	large	small
JR	2	18	Y	South	6	1	9.5	11.5	15.5	small	large	small
JR	2	19	Y	North	4	0	9.5	11.5	15.5	small	large	small
JR	2	20	B	North	-8	1	9.5	11.5	15.5	small	large	small
JR	2	21	R	South	1	1	9.5	11.5	15.5	small	large	small
JR	2	22	R	South	-1	0	9.5	11.5	15.5	small	large	small
JR	2	23	B	South	-7	0	9.5	11.5	15.5	small	large	small
JR	2	24	Y	North	4	0	9.5	11.5	15.5	small	large	small
JR	2	25	Y	South	2	1	9.5	11.5	15.5	small	large	small
JR	2	26	R	North	-4	1	9.5	11.5	15.5	small	large	small
JR	2	27	B	North	-8	1	9.5	11.5	15.5	small	large	small
JR	2	28	B	South	9	0	9.5	11.5	15.5	small	large	small
JR	2	29	R	South	-6	0	9.5	11.5	15.5	small	large	small
JR	2	30	Y	North	-8	1	9.5	11.5	15.5	small	large	small
JR	2	31	B	South	-14	0	9.5	11.5	15.5	small	large	small
JR	2	32	Y	North	5	0	9.5	11.5	15.5	small	large	small
JR	2	33	R	North	2	0	9.5	11.5	15.5	small	large	small
JR	2	34	B	South	9	1	9.5	11.5	15.5	small	large	small
JR	2	35	Y	North	7	1	9.5	11.5	15.5	small	large	small
JR	2	36	R	North	-5	1	9.5	11.5	15.5	small	large	small
JR	2	37	Y	North	8	1	9.5	11.5	15.5	small	large	small
JR	2	38	R	North	-5	1	9.5	11.5	15.5	small	large	small
JR	2	39	Y	North	8	0	9.5	11.5	15.5	small	large	small
JR	2	40	R	North	6	0	9.5	11.5	15.5	small	large	small
JR	2	41	B	North	12	0	9.5	11.5	15.5	small	large	small
JR	2	42	B	South	12	1	9.5	11.5	15.5	small	large	small
JR	2	43	R	North	5	0	9.5	11.5	15.5	small	large	small
JR	2	44	y	North	7	0	9.5	11.5	15.5	small	large	small
JR	2	45	B	North	12	0	9.5	11.5	15.5	small	large	small
JR	1	1	Y	North	1	0	4.5	9	11	small	large	small
JR	1	2	R	South	1	1	4.5	9	11	small	large	small
JR	1	3	B	South	0	1	4.5	9	11	small	large	small
JR	1	4	R	North	-1	1	4.5	9	11	small	large	small
JR	1	5	B	North	2	1	4.5	9	11	small	large	small
JR	1	6	B	North	2	0	4.5	9	11	small	large	small
JR	1	7	Y	South	0	0	4.5	9	11	small	large	small
JR	1	8	R	North	0	1	4.5	9	11	small	large	small
JR	1	9	Y	North	2	0	4.5	9	11	small	large	small
JR	1	10	R	North	0	1	4.5	9	11	small	large	small
JR	1	11	Y	South	2	1	4.5	9	11	small	large	small
JR	1	12	R	South	0	1	4.5	9	11	small	large	small
JR	1	13	B	South	-2	0	4.5	9	11	small	large	small
JR	1	14	Y	South	-1	1	4.5	9	11	small	large	small
JR	1	15	Y	South	-3	0	4.5	9	11	small	large	small
JR	1	16	B	South	2	1	4.5	9	11	small	large	small
JR	1	17	B	North	-2	1	4.5	9	11	small	large	small
JR	1	18	R	North	2	1	4.5	9	11	small	large	small
JR	1	19	B	North	2	0	4.5	9	11	small	large	small
JR	1	20	R	South	0	1	4.5	9	11	small	large	small
JR	1	21	B	North	2	0	4.5	9	11	small	large	small
JR	1	22	Y	South	-1	1	4.5	9	11	small	large	small
JR	1	23	B	South	0	0	4.5	9	11	small	large	small
JR	1	24	R	North	0	1	4.5	9	11	small	large	small
JR	1	25	Y	South	-1	0	4.5	9	11	small	large	small
JR	1	26	Y	South	-1	1	4.5	9	11	small	large	small
JR	1	27	R	North	0	1	4.5	9	11	small	large	small
JR	1	28	B	South	-2	1	4.5	9	11	small	large	small
JR	1	29	Y	North	-1	1	4.5	9	11	small	large	small
JR	1	30	R	South	0	1	4.5	9	11	small	large	small
JR	1	31	Y	South	1	1	4.5	9	11	small	large	small
JR	1	32	R	North	0	1	4.5	9	11	small	large	small
JR	1	33	B	South	1	0	4.5	9	11	small	large	small
JR	1	34	Y	South	-1	1	4.5	9	11	small	large	small
JR	1	35	B	South	-1	0	4.5	9	11	small	large	small
JR	1	36	R	North	1	1	4.5	9	11	small	large	small
JR	1	37	R	South	1	1	4.5	9	11	small	large	small
JR	1	38	B	South	-1	0	4.5	9	11	small	large	small
JR	1	39	B	North	-1	1	4.5	9	11	small	large	small
JR	1	40	B	North	1	0	4.5	9	11	small	large	small
JR	1	41	R	South	1	1	4.5	9	11	small	large	small
JR	1	42	Y	North	-1	0	4.5	9	11	small	large	small
JR	1	43	R	North	1	1	4.5	9	11	small	large	small
JR	1	44	Y	South	0	0	4.5	9	11	small	large	small
JR	1	45	Y	South	0	1	4.5	9	11	small	large	small
JR	1	1	R	North	-1	1	8	10	13.5	large	small	large
JR	1	2	Y	South	3	0	8	10	13.5	large	small	large
JR	1	3	Y	South	1	0	8	10	13.5	large	small	large
JR	1	4	R	North	-1	1	8	10	13.5	large	small	large
JR	1	5	Y	North	2	0	8	10	13.5	large	small	large
JR	1	6	R	North	0	1	8	10	13.5	large	small	large
JR	1	7	B	South	-3	0	8	10	13.5	large	small	large
JR	1	8	B	North	-1	0	8	10	13.5	large	small	large
JR	1	9	B	North	-1	0	8	10	13.5	large	small	large
JR	1	10	R	North	-1	1	8	10	13.5	large	small	large
JR	1	11	Y	South	3	1	8	10	13.5	large	small	large
JR	1	12	Y	South	-1	0	8	10	13.5	large	small	large
JR	1	13	R	South	1	1	8	10	13.5	large	small	large
JR	1	14	B	South	-1	1	8	10	13.5	large	small	large
JR	1	15	B	South	0	0	8	10	13.5	large	small	large
JR	1	16	Y	South	2	1	8	10	13.5	large	small	large
JR	1	17	R	North	-1	0	8	10	13.5	large	small	large
JR	1	18	B	North	-2	0	8	10	13.5	large	small	large
JR	1	19	R	North	1	0	8	10	13.5	large	small	large
JR	1	20	B	South	-1	0	8	10	13.5	large	small	large
JR	1	21	R	North	0	0	8	10	13.5	large	small	large
JR	1	22	B	South	1	1	8	10	13.5	large	small	large
JR	1	23	Y	South	0	0	8	10	13.5	large	small	large
JR	1	24	B	North	-1	0	8	10	13.5	large	small	large
JR	1	25	Y	South	2	0	8	10	13.5	large	small	large
JR	1	26	Y	South	0	0	8	10	13.5	large	small	large
JR	1	27	R	North	0	0	8	10	13.5	large	small	large
JR	1	28	B	South	-1	1	8	10	13.5	large	small	large
JR	1	29	R	North	-1	0	8	10	13.5	large	small	large
JR	1	30	Y	South	3	0	8	10	13.5	large	small	large
JR	1	31	R	South	0	1	8	10	13.5	large	small	large
JR	1	32	Y	North	1	0	8	10	13.5	large	small	large
JR	1	33	B	South	-2	0	8	10	13.5	large	small	large
JR	1	34	Y	South	2	1	8	10	13.5	large	small	large
JR	1	35	B	South	-1	0	8	10	13.5	large	small	large
JR	1	36	R	North	0	1	8	10	13.5	large	small	large
JR	1	37	B	South	-1	1	8	10	13.5	large	small	large
JR	1	38	R	South	-1	1	8	10	13.5	large	small	large
JR	1	39	Y	North	3	1	8	10	13.5	large	small	large
JR	1	40	Y	North	3	1	8	10	13.5	large	small	large
JR	1	41	R	South	-1	1	8	10	13.5	large	small	large
JR	1	42	B	North	-2	0	8	10	13.5	large	small	large
JR	1	43	R	North	-1	0	8	10	13.5	large	small	large
JR	1	44	Y	South	3	1	8	10	13.5	large	small	large
JR	1	45	B	South	-1	1	8	10	13.5	large	small	large
JR	3	1	R	South	0	1	6.5	12.5	14.5	large	small	large
JR	3	2	R	North	-4	1	6.5	12.5	14.5	large	small	large
JR	3	3	Y	South	-3	1	6.5	12.5	14.5	large	small	large
JR	3	4	B	North	5	0	6.5	12.5	14.5	large	small	large
JR	3	5	Y	South	4	0	6.5	12.5	14.5	large	small	large
JR	3	6	R	South	-4	0	6.5	12.5	14.5	large	small	large
JR	3	7	Y	South	4	1	6.5	12.5	14.5	large	small	large
JR	3	8	B	South	5	0	6.5	12.5	14.5	large	small	large
JR	3	9	B	South	-4	0	6.5	12.5	14.5	large	small	large
JR	3	10	R	South	4	1	6.5	12.5	14.5	large	small	large
JR	3	11	R	North	-4	1	6.5	12.5	14.5	large	small	large
JR	3	12	B	North	5	0	6.5	12.5	14.5	large	small	large
JR	3	13	B	North	-4	0	6.5	12.5	14.5	large	small	large
JR	3	14	R	South	1	1	6.5	12.5	14.5	large	small	large
JR	3	15	Y	South	0	0	6.5	12.5	14.5	large	small	large
JR	3	16	Y	South	-4	0	6.5	12.5	14.5	large	small	large
JR	3	17	B	South	6	0	6.5	12.5	14.5	large	small	large
JR	3	18	Y	North	5	0	6.5	12.5	14.5	large	small	large
JR	3	19	B	South	0	0	6.5	12.5	14.5	large	small	large
JR	3	20	B	South	0	1	6.5	12.5	14.5	large	small	large
JR	3	21	R	South	0	0	6.5	12.5	14.5	large	small	large
JR	3	22	Y	North	2	0	6.5	12.5	14.5	large	small	large
JR	3	23	B	North	-4	1	6.5	12.5	14.5	large	small	large
JR	3	24	Y	North	2	0	6.5	12.5	14.5	large	small	large
JR	3	25	Y	South	2	0	6.5	12.5	14.5	large	small	large
JR	3	26	R	North	0	0	6.5	12.5	14.5	large	small	large
JR	3	27	R	North	0	1	6.5	12.5	14.5	large	small	large
JR	3	28	Y	North	1	1	6.5	12.5	14.5	large	small	large
JR	3	29	R	North	3	1	6.5	12.5	14.5	large	small	large
JR	3	30	R	South	6	1	6.5	12.5	14.5	large	small	large
JR	3	31	Y	South	-5	1	6.5	12.5	14.5	large	small	large
JR	3	32	R	South	6	1	6.5	12.5	14.5	large	small	large
JR	3	33	Y	North	0	1	6.5	12.5	14.5	large	small	large
JR	3	34	B	South	0	1	6.5	12.5	14.5	large	small	large
JR	3	35	B	North	0	0	6.5	12.5	14.5	large	small	large
JR	3	36	B	South	0	1	6.5	12.5	14.5	large	small	large
JR	3	37	R	North	0	1	6.5	12.5	14.5	large	small	large
JR	3	38	R	North	0	1	6.5	12.5	14.5	large	small	large
JR	3	39	B	South	4	1	6.5	12.5	14.5	large	small	large
JR	3	40	Y	South	0	0	6.5	12.5	14.5	large	small	large
JR	3	41	B	South	4	1	6.5	12.5	14.5	large	small	large
JR	3	42	Y	South	1	1	6.5	12.5	14.5	large	small	large
JR	3	43	Y	South	0	1	6.5	12.5	14.5	large	small	large
JR	3	44	R	North	0	1	6.5	12.5	14.5	large	small	large
JR	3	45	B	South	3	1	6.5	12.5	14.5	large	small	large
JR	3	1	R	South	-2	0	11.5	13.5	18	small	large	small
JR	3	2	R	North	-2	0	11.5	13.5	18	small	large	small
JR	3	3	Y	South	-5	0	11.5	13.5	18	small	large	small
JR	3	4	Y	South	4	0	11.5	13.5	18	small	large	small
JR	3	5	Y	North	-6	1	11.5	13.5	18	small	large	small
JR	3	6	R	South	0	1	11.5	13.5	18	small	large	small
JR	3	7	B	North	-10	1	11.5	13.5	18	small	large	small
JR	3	8	B	North	3	0	11.5	13.5	18	small	large	small
JR	3	9	B	South	0	0	11.5	13.5	18	small	large	small
JR	3	10	B	North	0	0	11.5	13.5	18	small	large	small
JR	3	11	R	South	0	1	11.5	13.5	18	small	large	small
JR	3	12	Y	North	0	0	11.5	13.5	18	small	large	small
JR	3	13	Y	South	0	0	11.5	13.5	18	small	large	small
JR	3	14	B	North	0	1	11.5	13.5	18	small	large	small
JR	3	15	B	South	0	1	11.5	13.5	18	small	large	small
JR	3	16	R	South	-1	1	11.5	13.5	18	small	large	small
JR	3	17	Y	North	-1	1	11.5	13.5	18	small	large	small
JR	3	18	R	South	-1	1	11.5	13.5	18	small	large	small
JR	3	19	R	South	0	1	11.5	13.5	18	small	large	small
JR	3	20	R	South	0	1	11.5	13.5	18	small	large	small
JR	3	21	Y	North	0	1	11.5	13.5	18	small	large	small
JR	3	22	Y	North	-1	0	11.5	13.5	18	small	large	small
JR	3	23	B	North	-1	0	11.5	13.5	18	small	large	small
JR	3	24	R	South	-1	1	11.5	13.5	18	small	large	small
JR	3	25	B	North	-1	0	11.5	13.5	18	small	large	small
JR	3	26	Y	South	0	0	11.5	13.5	18	small	large	small
JR	3	27	B	South	3	0	11.5	13.5	18	small	large	small
JR	3	28	Y	South	3	1	11.5	13.5	18	small	large	small
JR	3	29	R	South	2	1	11.5	13.5	18	small	large	small
JR	3	30	B	North	2	0	11.5	13.5	18	small	large	small
JR	3	31	Y	South	1	0	11.5	13.5	18	small	large	small
JR	3	32	Y	South	-3	0	11.5	13.5	18	small	large	small
JR	3	33	B	South	0	1	11.5	13.5	18	small	large	small
JR	3	34	B	South	0	0	11.5	13.5	18	small	large	small
JR	3	35	R	North	-10	1	11.5	13.5	18	small	large	small
JR	3	36	R	North	-1	1	11.5	13.5	18	small	large	small
JR	3	37	R	South	2	1	11.5	13.5	18	small	large	small
JR	3	38	R	South	1	1	11.5	13.5	18	small	large	small
JR	3	39	B	South	4	1	11.5	13.5	18	small	large	small
JR	3	40	Y	South	0	0	11.5	13.5	18	small	large	small
JR	3	41	Y	South	-10	0	11.5	13.5	18	small	large	small
JR	3	42	R	South	3	1	11.5	13.5	18	small	large	small
JR	3	43	B	North	3	0	11.5	13.5	18	small	large	small
JR	3	44	B	North	-2	0	11.5	13.5	18	small	large	small
JR	3	45	Y	South	3	0	11.5	13.5	18	small	large	small
AM	1	1	 Y	South	3	1	6	11.5	13.5	large	small	large
AM	1	2	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	3	Y 	North	2	0	6	11.5	13.5	large	small	large
AM	1	4	B	North	-1	0	6	11.5	13.5	large	small	large
AM	1	5	Y 	North	1	1	6	11.5	13.5	large	small	large
AM	1	6	B	South	2	1	6	11.5	13.5	large	small	large
AM	1	7	B	South	2	1	6	11.5	13.5	large	small	large
AM	1	8	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	9	R	North	0	0	6	11.5	13.5	large	small	large
AM	1	10	Y 	South	0	1	6	11.5	13.5	large	small	large
AM	1	11	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	12	B	North	-2	0	6	11.5	13.5	large	small	large
AM	1	13	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	14	B	North	0	0	6	11.5	13.5	large	small	large
AM	1	15	B	South	-1	1	6	11.5	13.5	large	small	large
AM	1	16	Y 	North	0	0	6	11.5	13.5	large	small	large
AM	1	17	Y 	North	0	0	6	11.5	13.5	large	small	large
AM	1	18	R	North	0	1	6	11.5	13.5	large	small	large
AM	1	19	B	North	-3	0	6	11.5	13.5	large	small	large
AM	1	20	R	North	0	1	6	11.5	13.5	large	small	large
AM	1	21	B	South	3	1	6	11.5	13.5	large	small	large
AM	1	22	Y 	North	-2	1	6	11.5	13.5	large	small	large
AM	1	23	Y 	South	0	1	6	11.5	13.5	large	small	large
AM	1	24	Y 	South	0	0	6	11.5	13.5	large	small	large
AM	1	25	B	South	-3	1	6	11.5	13.5	large	small	large
AM	1	26	R	North	0	1	6	11.5	13.5	large	small	large
AM	1	27	R	North	0	1	6	11.5	13.5	large	small	large
AM	1	28	R	North	0	1	6	11.5	13.5	large	small	large
AM	1	29	Y 	South	-7	1	6	11.5	13.5	large	small	large
AM	1	30	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	31	B	South	-4	0	6	11.5	13.5	large	small	large
AM	1	32	R	South	0	0	6	11.5	13.5	large	small	large
AM	1	33	B	North	-2	0	6	11.5	13.5	large	small	large
AM	1	34	Y 	South	0	0	6	11.5	13.5	large	small	large
AM	1	35	B	North	-3	0	6	11.5	13.5	large	small	large
AM	1	36	Y 	South	0	0	6	11.5	13.5	large	small	large
AM	1	37	R	North	-2	0	6	11.5	13.5	large	small	large
AM	1	38	B	South	-3	0	6	11.5	13.5	large	small	large
AM	1	39	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	40	B	North	4	0	6	11.5	13.5	large	small	large
AM	1	41	Y 	South	2	0	6	11.5	13.5	large	small	large
AM	1	42	Y 	North	0	1	6	11.5	13.5	large	small	large
AM	1	43	B	South	-2	0	6	11.5	13.5	large	small	large
AM	1	44	Y 	North	0	0	6	11.5	13.5	large	small	large
AM	1	45	R	South	0	1	6	11.5	13.5	large	small	large
AM	1	1	R	North	-4	1	10.5	12.5	16.5	small	large	small
AM	1	2	Y	North	3	0	10.5	12.5	16.5	small	large	small
AM	1	3	B	South	7	1	10.5	12.5	16.5	small	large	small
AM	1	4	R	South	4	1	10.5	12.5	16.5	small	large	small
AM	1	5	Y	South	-3	0	10.5	12.5	16.5	small	large	small
AM	1	6	Y	South	-4	0	10.5	12.5	16.5	small	large	small
AM	1	7	B	North	-7	1	10.5	12.5	16.5	small	large	small
AM	1	8	R	South	0	0	10.5	12.5	16.5	small	large	small
AM	1	9	B	South	8	0	10.5	12.5	16.5	small	large	small
AM	1	10	B	South	-5	0	10.5	12.5	16.5	small	large	small
AM	1	11	Y	South	-3	1	10.5	12.5	16.5	small	large	small
AM	1	12	Y	South	-12	0	10.5	12.5	16.5	small	large	small
AM	1	13	R	North	-4	1	10.5	12.5	16.5	small	large	small
AM	1	14	B	North	-4	0	10.5	12.5	16.5	small	large	small
AM	1	15	R	South	-3	1	10.5	12.5	16.5	small	large	small
AM	1	16	R	South	-4	0	10.5	12.5	16.5	small	large	small
AM	1	17	Y	South	-6	0	10.5	12.5	16.5	small	large	small
AM	1	18	B	South	-7	0	10.5	12.5	16.5	small	large	small
AM	1	19	B	North	-6	1	10.5	12.5	16.5	small	large	small
AM	1	20	R	North	0	1	10.5	12.5	16.5	small	large	small
AM	1	21	R	South	0	1	10.5	12.5	16.5	small	large	small
AM	1	22	Y	South	-6	0	10.5	12.5	16.5	small	large	small
AM	1	23	R	South	0	1	10.5	12.5	16.5	small	large	small
AM	1	24	Y	South	-5	1	10.5	12.5	16.5	small	large	small
AM	1	25	B	North	-5	1	10.5	12.5	16.5	small	large	small
AM	1	26	Y	South	-5	1	10.5	12.5	16.5	small	large	small
AM	1	27	B	North	4	0	10.5	12.5	16.5	small	large	small
AM	1	28	B	North	3	0	10.5	12.5	16.5	small	large	small
AM	1	29	Y	South	-3	0	10.5	12.5	16.5	small	large	small
AM	1	30	R	North	0	0	10.5	12.5	16.5	small	large	small
AM	1	31	Y	South	-3	0	10.5	12.5	16.5	small	large	small
AM	1	32	B	South	4	1	10.5	12.5	16.5	small	large	small
AM	1	33	B	North	4	0	10.5	12.5	16.5	small	large	small
AM	1	34	R	South	0	0	10.5	12.5	16.5	small	large	small
AM	1	35	R	North	0	1	10.5	12.5	16.5	small	large	small
AM	1	36	Y	South	-3	0	10.5	12.5	16.5	small	large	small
AM	1	37	B	South	3	1	10.5	12.5	16.5	small	large	small
AM	1	38	B	South	3	0	10.5	12.5	16.5	small	large	small
AM	1	39	Y	North	-4	0	10.5	12.5	16.5	small	large	small
AM	1	40	R	North	0	0	10.5	12.5	16.5	small	large	small
AM	1	41	Y	North	0	0	10.5	12.5	16.5	small	large	small
AM	1	42	R	North	0	0	10.5	12.5	16.5	small	large	small
AM	1	43	R	South	0	1	10.5	12.5	16.5	small	large	small
AM	1	44	Y	North	-3	1	10.5	12.5	16.5	small	large	small
AM	1	45	B	South	3	0	10.5	12.5	16.5	small	large	small
AM	2	1	R	South	2	1	5	10.5	12.5	small	large	small
AM	2	2	Y	North	-2	0	5	10.5	12.5	small	large	small
AM	2	3	B	South	-2	0	5	10.5	12.5	small	large	small
AM	2	4	R	South	1	1	5	10.5	12.5	small	large	small
AM	2	5	B	South	3	1	5	10.5	12.5	small	large	small
AM	2	6	Y	South	-4	0	5	10.5	12.5	small	large	small
AM	2	7	B	South	4	1	5	10.5	12.5	small	large	small
AM	2	8	R	North	3	1	5	10.5	12.5	small	large	small
AM	2	9	Y	North	-2	0	5	10.5	12.5	small	large	small
AM	2	10	R	North	2	1	5	10.5	12.5	small	large	small
AM	2	11	B	South	4	0	5	10.5	12.5	small	large	small
AM	2	12	Y	South	-4	0	5	10.5	12.5	small	large	small
AM	2	13	B	North	4	1	5	10.5	12.5	small	large	small
AM	2	14	Y	South	-4	0	5	10.5	12.5	small	large	small
AM	2	15	R	North	2	1	5	10.5	12.5	small	large	small
AM	2	16	B	North	4	0	5	10.5	12.5	small	large	small
AM	2	17	Y	North	-5	1	5	10.5	12.5	small	large	small
AM	2	18	R	North	2	1	5	10.5	12.5	small	large	small
AM	2	19	B	North	7	0	5	10.5	12.5	small	large	small
AM	2	20	B	North	7	0	5	10.5	12.5	small	large	small
AM	2	21	Y	North	-2	1	5	10.5	12.5	small	large	small
AM	2	22	R	North	3	0	5	10.5	12.5	small	large	small
AM	2	23	R	North	3	1	5	10.5	12.5	small	large	small
AM	2	24	R	North	3	1	5	10.5	12.5	small	large	small
AM	2	25	B	South	4	0	5	10.5	12.5	small	large	small
AM	2	26	Y	North	-3	1	5	10.5	12.5	small	large	small
AM	2	27	Y	South	-4	0	5	10.5	12.5	small	large	small
AM	2	28	B	South	4	1	5	10.5	12.5	small	large	small
AM	2	29	B	North	5	0	5	10.5	12.5	small	large	small
AM	2	30	Y	South	-3	0	5	10.5	12.5	small	large	small
AM	2	31	R	South	2	1	5	10.5	12.5	small	large	small
AM	2	32	R	North	2	1	5	10.5	12.5	small	large	small
AM	2	33	Y	North	-4	0	5	10.5	12.5	small	large	small
AM	2	34	R	North	4	0	5	10.5	12.5	small	large	small
AM	2	35	R	North	3	1	5	10.5	12.5	small	large	small
AM	2	36	Y	North	-4	0	5	10.5	12.5	small	large	small
AM	2	37	R	South	3	1	5	10.5	12.5	small	large	small
AM	2	38	B	North	4	1	5	10.5	12.5	small	large	small
AM	2	39	Y	South	-3	0	5	10.5	12.5	small	large	small
AM	2	40	B	North	4	0	5	10.5	12.5	small	large	small
AM	2	41	R	North	3	1	5	10.5	12.5	small	large	small
AM	2	42	Y	North	-3	0	5	10.5	12.5	small	large	small
AM	2	43	B	South	4	1	5	10.5	12.5	small	large	small
AM	2	44	Y	South	-3	0	5	10.5	12.5	small	large	small
AM	2	45	R	South	3	1	5	10.5	12.5	small	large	small
AM	2	1	R	North	-4	1	9.5	11.5	15.5	large	small	large
AM	2	2	B	North	-3	0	9.5	11.5	15.5	large	small	large
AM	2	3	B	North	-5	0	9.5	11.5	15.5	large	small	large
AM	2	4	Y	South	2	1	9.5	11.5	15.5	large	small	large
AM	2	5	B	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	6	R	North	-5	1	9.5	11.5	15.5	large	small	large
AM	2	7	Y	South	3	1	9.5	11.5	15.5	large	small	large
AM	2	8	Y	North	2	0	9.5	11.5	15.5	large	small	large
AM	2	9	R	North	-3	1	9.5	11.5	15.5	large	small	large
AM	2	10	B	North	-5	0	9.5	11.5	15.5	large	small	large
AM	2	11	R	North	-6	1	9.5	11.5	15.5	large	small	large
AM	2	12	B	North	-6	0	9.5	11.5	15.5	large	small	large
AM	2	13	Y	North	4	0	9.5	11.5	15.5	large	small	large
AM	2	14	R	South	-4	0	9.5	11.5	15.5	large	small	large
AM	2	15	R	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	16	B	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	17	Y	South	2	0	9.5	11.5	15.5	large	small	large
AM	2	18	Y	North	3	0	9.5	11.5	15.5	large	small	large
AM	2	19	R	South	-4	0	9.5	11.5	15.5	large	small	large
AM	2	20	B	South	-4	1	9.5	11.5	15.5	large	small	large
AM	2	21	B	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	22	R	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	23	Y	South	2	0	9.5	11.5	15.5	large	small	large
AM	2	24	Y	North	2	0	9.5	11.5	15.5	large	small	large
AM	2	25	B	North	-3	0	9.5	11.5	15.5	large	small	large
AM	2	26	Y	South	3	1	9.5	11.5	15.5	large	small	large
