Participant,Trial no.,North/South,Colour,Position,Hit/Miss,R,Y,B
EM3,10,South,yellow,20,1,13,15,19
EM3,11,South,red,20,1,13,15,19
EM3,12,South,red,20,1,13,15,19
EM3,13,South,yellow,20,0,13,15,19
EM3,14,north,blue,20,0,13,15,19
EM3,15,north,yellow,20,0,13,15,19
EM3,16,South,blue,20,0,13,15,19
EM3,17,South,blue,20,0,13,15,19
EM3,18,north,blue,20,1,13,15,19
EM3,19,South,yellow,20,0,13,15,19
EM3,20,South,red,20,0,13,15,19
EM3,21,South,red,20,0,13,15,19
EM3,22,South,yellow,20,1,13,15,19
EM3,23,South,red,20,0,13,15,19
EM3,24,South,red,20,1,13,15,19
EM3,25,north,yellow,20,0,13,15,19
EM3,26,north,blue,20,0,13,15,19
EM3,27,South,blue,20,0,13,15,19
EM3,28,South,red,20,1,13,15,19
EM3,29,South,yellow,20,0,13,15,19
EM3,30,north,yellow,20,0,13,15,19
EM3,31,north,red,20,1,13,15,19
EM3,32,north,red,20,0,13,15,19
EM3,33,South,yellow,20,0,13,15,19
EM3,34,north,red,20,0,13,15,19
EM3,35,north,blue,20,0,13,15,19
EM3,36,north,blue,20,0,13,15,19
EM4,1,south,blue,22,0,6,10,12
EM4,2,south,blue,22,1,6,10,12
EM4,3,south,red,22,1,6,10,12
EM4,4,south,yellow,22,1,6,10,12
EM4,5,north ,red,22,1,6,10,12
EM4,6,north,yellow,22,0,6,10,12
EM4,7,south,yellow,22,0,6,10,12
EM4,8,south,blue,22,0,6,10,12
EM4,9,north,red,22,1,6,10,12
EM4,10,south,yellow,22,1,6,10,12
EM4,11,south,blue,22,1,6,10,12
EM4,12,south,red,22,1,6,10,12
EM4,13,north,red,18,1,6,10,12
EM4,14,north,blue,18,1,6,10,12
EM4,15,north,red,18,1,6,10,12
EM4,16,south,yellow,18,0,6,10,12
EM4,17,north,blue,18,0,6,10,12
EM4,18,south,yellow,18,0,6,10,12
EM4,19,south,blue,18,0,6,10,12
EM4,20,north,yellow,18,1,6,10,12
EM4,21,north,blue,18,1,6,10,12
EM4,22,north,yellow,18,1,6,10,12
EM4,23,north,red,18,1,6,10,12
EM4,24,north,red,18,1,6,10,12
EM4,25,north,red,21,1,6,10,12
EM4,26,north,yellow,21,0,6,10,12
EM4,27,north,yellow,21,1,6,10,12
EM4,28,south,red,21,1,6,10,12
EM4,29,south,blue,21,0,6,10,12
EM4,30,north,red,21,1,6,10,12
EM4,31,south,red,21,1,6,10,12
EM4,32,north,blue,21,1,6,10,12
EM4,33,north,yellow,21,1,6,10,12
EM4,34,south,blue,21,1,6,10,12
EM4,35,south,yellow,21,1,6,10,12
EM4,36,south,blue,21,0,6,10,12
EM4,1,north,blue,20,0,11,13,17
EM4,2,north,yellow,20,1,11,13,17
EM4,3,south,yellow,20,0,11,13,17
EM4,4,south,yellow,20,1,11,13,17
EM4,5,south,blue,20,0,11,13,17
EM4,6,south,yellow,20,0,11,13,17
EM4,7,north,red,20,0,11,13,17
EM4,8,north,blue,20,1,11,13,17
EM4,9,south,blue,20,0,11,13,17
EM4,10,south,red,20,0,11,13,17
EM4,11,south,red,20,1,11,13,17
EM4,12,south,red,20,0,11,13,17
EM4,13,north,red,16,1,11,13,17
EM4,14,north,blue,16,0,11,13,17
EM4,15,north,yellow,16,1,11,13,17
EM4,16,south,blue,16,0,11,13,17
EM4,17,south,blue,16,0,11,13,17
EM4,18,south,blue,16,1,11,13,17
EM4,19,north,yellow,16,0,11,13,17
EM4,20,south,red,16,0,11,13,17
EM4,21,south,yellow,16,0,11,13,17
EM4,22,north,red,16,0,11,13,17
EM4,23,north,yellow,16,0,11,13,17
EM4,24,north,red,16,1,11,13,17
EM4,25,south,yellow,23,0,11,13,17
EM4,26,north,blue,23,0,11,13,17
EM4,27,south,yellow,23,1,11,13,17
EM4,28,north,blue,23,0,11,13,17
EM4,29,north,blue,23,0,11,13,17
EM4,30,south,blue,23,0,11,13,17
EM4,31,north,yellow,23,0,11,13,17
EM4,32,south,red,23,0,11,13,17
EM4,33,north,red,23,1,11,13,17
EM4,34,north,yellow,23,0,11,13,17
EM4,35,north,red,23,0,11,13,17
EM4,36,south,red,23,1,11,13,17
