Trial,Colour,Direction,Left_Gamble,Right_Gamble,Subject_Position,Accuracy,Winnings
1,B,Right,10,40,0,0,0
2,R,Left,10,40,0,1,10
3,R,Left,25,25,0,1,25
4,B,Right,25,25,0,1,25
5,G,Right,25,25,16,1,25
6,G,Left,25,25,-16,1,25
7,R,Right,25,25,0,1,25
8,Y,Left,25,25,0,1,25
9,Y,Right,25,25,0,1,25
10,Y,Right,25,25,0,1,25
11,G,Left,25,25,16,0,0
12,B,Left,25,25,0,0,0
