Participants,Trial,Direction,Colour,Position,Hit/Miss,R,Y,B
18,21,2,Y,0,1,4,8,12
18,22,2,B,1,0,4,8,12
18,23,1,R,1,0,4,8,12
18,24,2,Y,1,1,4,8,12
18,25,1,Y,0,1,4,8,12
18,26,1,R,0,0,4,8,12
18,27,1,B,0,0,4,8,12
18,28,1,B,0,0,4,8,12
18,29,2,Y,0,0,4,8,12
18,30,1,R,0,1,4,8,12
18,31,1,R,0,1,4,8,12
18,32,1,B,0,0,4,8,12
18,33,2,Y,0,1,4,8,12
18,34,1,Y,0,0,4,8,12
18,35,2,R,0,1,4,8,12
18,36,2,B,1,0,4,8,12
18,37,1,R,0,1,4,8,12
18,38,2,B,0,0,4,8,12
18,39,1,Y,0,1,4,8,12
18,40,1,R,0,1,4,8,12
18,41,1,Y,0,1,4,8,12
18,42,1,B,0,0,4,8,12
18,43,1,B,0,0,4,8,12
18,44,2,Y,0,0,4,8,12
18,45,2,R,0,0,4,8,12
19,1,1,R,0,1,5,9,14
19,2,2,B,-3,0,5,9,14
19,3,1,Y,0,0,5,9,14
19,4,2,Y,0,1,5,9,14
19,5,1,Y,-1,1,5,9,14
19,6,1,B,-1,1,5,9,14
19,7,2,B,-1,1,5,9,14
19,8,2,R,0,0,5,9,14
19,9,2,R,0,1,5,9,14
19,10,1,Y,0,0,5,9,14
19,11,1,Y,0,0,5,9,14
19,12,2,Y,0,0,5,9,14
19,13,1,R,0,1,5,9,14
19,14,1,R,0,1,5,9,14
19,15,2,B,0,0,5,9,14
19,16,2,B,0,0,5,9,14
19,17,2,B,0,0,5,9,14
19,18,1,R,0,1,5,9,14
19,19,2,Y,0,0,5,9,14
19,20,1,Y,0,0,5,9,14
19,21,2,R,0,1,5,9,14
19,22,1,R,0,1,5,9,14
19,23,2,R,0,1,5,9,14
19,24,1,B,0,0,5,9,14
19,25,1,B,0,1,5,9,14
19,26,1,B,0,1,5,9,14
19,27,2,Y,0,1,5,9,14
19,28,2,B,0,0,5,9,14
19,29,1,R,0,1,5,9,14
19,30,1,B,0,0,5,9,14
19,31,2,B,0,0,5,9,14
19,32,2,Y,0,0,5,9,14
19,33,2,R,0,1,5,9,14
19,34,2,Y,0,0,5,9,14
19,35,2,Y,0,0,5,9,14
19,36,2,R,0,0,5,9,14
19,37,2,R,0,1,5,9,14
19,38,1,B,0,0,5,9,14
19,39,2,Y,0,1,5,9,14
19,40,1,R,0,1,5,9,14
19,41,1,R,0,1,5,9,14
19,42,1,Y,0,1,5,9,14
19,43,1,Y,0,1,5,9,14
19,44,1,B,0,0,5,9,14
19,45,2,B,0,0,5,9,14
20,1,1,B,0,0,4,8,13
20,2,1,Y,0,1,4,8,13
20,3,2,R,0,0,4,8,13
20,4,2,Y,0,0,4,8,13
20,5,2,R,0,1,4,8,13
20,6,1,Y,0,0,4,8,13
20,7,1,R,0,1,4,8,13
20,8,1,B,0,0,4,8,13
20,9,2,B,0,0,4,8,13
20,10,1,B,-1,0,4,8,13
20,11,1,R,0,0,4,8,13
20,12,1,Y,0,0,4,8,13
20,13,2,B,0,0,4,8,13
20,14,1,R,0,0,4,8,13
20,15,2,R,0,0,4,8,13
20,16,1,Y,0,0,4,8,13
20,17,2,B,0,0,4,8,13
20,18,1,Y,0,0,4,8,13
20,19,1,B,0,0,4,8,13
20,20,2,R,0,1,4,8,13
20,21,2,B,0,0,4,8,13
20,22,2,Y,0,1,4,8,13
20,23,1,R,0,1,4,8,13
20,24,1,R,0,1,4,8,13
20,25,1,Y,0,1,4,8,13
20,26,2,Y,0,1,4,8,13
20,27,1,B,0,0,4,8,13
20,28,2,B,0,0,4,8,13
20,29,2,Y,0,1,4,8,13
20,30,2,R,0,1,4,8,13
20,31,1,Y,0,0,4,8,13
20,32,1,R,0,1,4,8,13
20,33,1,R,0,1,4,8,13
20,34,1,B,0,0,4,8,13
20,35,1,Y,0,0,4,8,13
20,36,1,B,0,1,4,8,13
20,37,2,B,0,1,4,8,13
20,38,1,Y,0,0,4,8,13
20,39,1,R,0,1,4,8,13
20,40,1,Y,0,0,4,8,13
20,41,2,R,0,1,4,8,13
20,42,1,R,0,1,4,8,13
20,43,1,B,0,0,4,8,13
20,44,2,Y,0,0,4,8,13
20,45,1,B,0,0,4,8,13
21,1,2,R,0,1,6,11,16
21,2,2,B,-8,0,6,11,16
21,3,2,Y,0,0,6,11,16
21,4,1,R,0,1,6,11,16
21,5,2,Y,3,0,6,11,16
21,6,1,B,-14,1,6,11,16
21,7,2,R,0,1,6,11,16
21,8,1,B,13,0,6,11,16
21,9,2,Y,0,0,6,11,16
21,10,2,B,8,0,6,11,16
21,11,2,Y,0,1,6,11,16
21,12,1,R,0,1,6,11,16
21,13,1,B,0,0,6,11,16
21,14,1,Y,-7,1,6,11,16
21,15,2,B,7,1,6,11,16
21,16,1,R,0,1,6,11,16
21,17,1,Y,0,0,6,11,16
21,18,2,R,0,0,6,11,16
21,19,2,B,11,1,6,11,16
21,20,1,R,0,1,6,11,16
21,21,2,Y,0,0,6,11,16
21,22,2,R,0,0,6,11,16
21,23,2,B,-12,0,6,11,16
21,24,2,Y,0,1,6,11,16
21,25,2,R,0,0,6,11,16
21,26,2,B,-9,0,6,11,16
21,27,2,Y,0,0,6,11,16
21,28,2,B,-11,0,6,11,16
21,29,2,R,0,1,6,11,16
21,30,1,R,0,1,6,11,16
21,31,1,Y,0,1,6,11,16
21,32,1,R,0,1,6,11,16
21,33,1,B,-10,1,6,11,16
21,34,1,Y,0,1,6,11,16
21,35,1,Y,0,1,6,11,16
21,36,1,B,0,0,6,11,16
21,37,2,R,0,1,6,11,16
21,38,1,B,0,0,6,11,16
21,39,1,B,-10,1,6,11,16
21,40,1,R,0,1,6,11,16
21,41,1,B,10,0,6,11,16
21,42,2,Y,0,1,6,11,16
21,43,2,Y,0,0,6,11,16
21,44,2,Y,-7,0,6,11,16
21,45,2,R,0,1,6,11,16
22,1,1,R,0,0,5,9,14
22,2,1,R,-7,1,5,9,14
22,3,2,B,2,0,5,9,14
22,4,2,Y,-2,0,5,9,14
22,5,1,B,-4,1,5,9,14
22,6,1,Y,3,0,5,9,14
22,7,2,R,-1,1,5,9,14
22,8,1,B,7,0,5,9,14
22,9,2,Y,-2,0,5,9,14
22,10,1,R,-3,1,5,9,14
22,11,2,B,2,0,5,9,14
22,12,1,Y,-4,1,5,9,14
22,13,2,R,1,1,5,9,14
22,14,1,Y,-7,1,5,9,14
22,15,1,R,3,1,5,9,14
22,16,1,B,-7,0,5,9,14
22,17,1,B,5,0,5,9,14
22,18,1,Y,4,0,5,9,14
22,19,1,B,6,0,5,9,14
22,20,1,R,2,1,5,9,14
22,21,2,Y,4,1,5,9,14
22,22,1,R,-11,0,5,9,14
22,23,1,Y,4,0,5,9,14
22,24,1,R,2,1,5,9,14
22,25,1,Y,7,0,5,9,14
22,26,1,B,1,0,5,9,14
22,27,1,B,6,0,5,9,14
22,28,2,R,1,1,5,9,14
22,29,2,R,-8,0,5,9,14
22,30,1,B,3,0,5,9,14
22,31,1,R,5,0,5,9,14
22,32,1,Y,-5,1,5,9,14
22,33,2,B,-7,0,5,9,14
22,34,1,Y,-4,0,5,9,14
22,35,2,Y,-10,0,5,9,14
22,36,2,B,3,0,5,9,14
22,37,2,Y,-8,0,5,9,14
22,38,2,B,5,0,5,9,14
22,39,1,B,11,0,5,9,14
22,40,2,R,2,1,5,9,14
22,41,2,R,-4,0,5,9,14
22,42,2,Y,0,0,5,9,14
22,43,2,Y,-2,0,5,9,14
22,44,2,B,-3,0,5,9,14
22,45,1,R,1,0,5,9,14
23,1,2,Y,3,1,5,10,15
23,2,1,R,9,0,5,10,15
23,3,2,B,0,0,5,10,15
23,4,1,Y,-4,0,5,10,15
23,5,2,R,5,1,5,10,15
23,6,2,B,-9,1,5,10,15
23,7,1,Y,4,0,5,10,15
23,8,2,R,-2,1,5,10,15
23,9,2,B,-5,0,5,10,15
23,10,1,Y,-1,0,5,10,15
23,11,2,B,0,0,5,10,15
23,12,2,R,7,1,5,10,15
23,13,2,B,4,0,5,10,15
23,14,2,Y,1,0,5,10,15
23,15,2,R,-10,0,5,10,15
23,16,2,B,3,0,5,10,15
23,17,2,Y,0,0,5,10,15
23,18,1,R,10,0,5,10,15
23,19,1,Y,1,0,5,10,15
23,20,1,B,10,1,5,10,15
23,21,2,Y,-4,0,5,10,15
23,22,1,B,-5,0,5,10,15
23,23,1,R,5,0,5,10,15
23,24,2,R,13,1,5,10,15
23,25,1,R,0,1,5,10,15
23,26,2,B,15,1,5,10,15
23,27,1,Y,4,0,5,10,15
23,28,2,R,0,1,5,10,15
23,29,2,Y,5,1,5,10,15
23,30,2,R,0,1,5,10,15
23,31,2,Y,5,1,5,10,15
23,32,1,B,-15,1,5,10,15
23,33,1,Y,5,0,5,10,15
23,34,2,B,15,1,5,10,15
23,35,2,R,4,1,5,10,15
23,36,1,B,15,0,5,10,15
23,37,2,R,8,1,5,10,15
23,38,1,Y,3,0,5,10,15
23,39,2,R,0,1,5,10,15
23,40,2,B,0,1,5,10,15
23,41,2,R,0,1,5,10,15
23,42,2,Y,5,1,5,10,15
23,43,2,B,5,0,5,10,15
23,44,2,B,-5,0,5,10,15
23,45,1,Y,1,0,5,10,15
24,1,1,Y,-7,1,5,10,14
24,2,2,R,-2,0,5,10,14
24,3,1,R,0,1,5,10,14
24,4,2,B,0,0,5,10,14
24,5,2,R,-1,1,5,10,14
24,6,2,B,7,0,5,10,14
24,7,1,Y,0,0,5,10,14
24,8,1,B,-8,1,5,10,14
24,9,1,Y,6,1,5,10,14
24,10,1,R,0,1,5,10,14
24,11,1,R,0,1,5,10,14
24,12,2,R,-1,0,5,10,14
24,13,1,B,7,0,5,10,14
24,14,1,Y,-2,0,5,10,14
24,15,1,B,6,0,5,10,14
24,16,2,Y,3,1,5,10,14
24,17,2,B,4,0,5,10,14
24,18,1,Y,-6,1,5,10,14
24,19,1,B,-7,0,5,10,14
24,20,1,Y,4,1,5,10,14
24,21,2,Y,4,1,5,10,14
24,22,1,R,0,1,5,10,14
24,23,1,Y,-4,1,5,10,14
24,24,2,B,7,1,5,10,14
24,25,2,R,0,1,5,10,14
24,26,2,B,-8,0,5,10,14
24,27,2,R,-1,1,5,10,14
24,28,2,R,0,1,5,10,14
24,29,1,B,-9,1,5,10,14
24,30,2,B,-9,0,5,10,14
24,31,1,Y,-4,1,5,10,14
24,32,1,R,-1,1,5,10,14
24,33,2,Y,6,1,5,10,14
24,34,1,Y,-4,1,5,10,14
24,35,2,B,8,1,5,10,14
24,36,1,R,0,1,5,10,14
24,37,2,B,-8,0,5,10,14
24,38,1,Y,-4,1,5,10,14
24,39,1,R,0,1,5,10,14
24,40,2,Y,3,0,5,10,14
24,41,2,B,-9,0,5,10,14
24,42,1,Y,-7,1,5,10,14
24,43,2,B,-6,0,5,10,14
24,44,1,R,0,1,5,10,14
24,45,2,R,0,1,5,10,14
